DILIrank_ID,Human Intestinal Absorption,Blood Brain Barrier,Caco-2 permeable,P-glycoprotein substrate,P-glycoprotein inhibitor I,P-glycoprotein inhibitor II,Renal organic cation transporter,CYP450 2C9 substrate,CYP450 2D6 substrate,CYP450 3A4 substrate,CYP450 1A2 substrate,CYP450 2C9 inhibitor,CYP450 2D6 inhibitor,CYP450 2C19 inhibitor,CYP450 3A4 inhibitor,CYP450 inhibitory promiscuity,hERG inhibition (predictor I),hERG inhibition (predictor II),Ames test,Carcinogenicity,Biodegradation,Rat acute toxicity(LD50-mol/kg)
benziodarone,-0.9120472598319205,-0.4284753858557895,-0.00772785758444387,-0.32228237489391,0.3505394420647046,0.5305137196747519,0.6239559303367465,1.4612544031267891,0.5866354330751427,-0.06844050121932607,0.39821643029064346,0.8579235598944726,0.5924535781554814,0.6744811923678677,0.7154067921343622,-0.6628709706768444,-0.6434099143016596,0.4090892383591628,0.8302854178613325,1.3125255557046798,1.533749506285849,-1.4554952648664483
bromfenac,0.6463725100572837,0.7688392968778874,0.9860935938244646,-1.6818065189562652,-0.6882516038799481,-0.9099042338439253,-1.0069083221299473,-0.8040320543015728,-0.8784591151048503,-1.434295001084447,-0.7272877826263374,-0.347270686759495,-0.8352533951526115,-0.8261363260088103,-0.8672837869786814,-0.3638224569592223,-0.013835733452761362,-0.9441263122933188,-0.8977346488259244,-0.3832398554282634,-0.6924989323874836,0.6276689499846805
cinchophen,-0.9120472598319205,-0.4284753858557895,-0.00772785758444387,-0.32228237489391,0.3505394420647046,0.5305137196747519,0.6239559303367465,1.4612544031267891,0.5866354330751427,-0.06844050121932607,0.39821643029064346,0.8579235598944726,0.5924535781554814,0.6744811923678677,0.7154067921343622,-0.6628709706768444,-0.6434099143016596,0.4090892383591628,0.8302854178613325,1.3125255557046798,1.533749506285849,-1.4554952648664483
cyclofenil,-0.9120472598319205,-0.4284753858557895,-0.00772785758444387,-0.32228237489391,0.3505394420647046,0.5305137196747519,0.6239559303367465,1.4612544031267891,0.5866354330751427,-0.06844050121932607,0.39821643029064346,0.8579235598944726,0.5924535781554814,0.6744811923678677,0.7154067921343622,-0.6628709706768444,-0.6434099143016596,0.4090892383591628,0.8302854178613325,1.3125255557046798,1.533749506285849,-1.4554952648664483
fipexide,-0.9120472598319205,-0.4284753858557895,-0.00772785758444387,-0.32228237489391,0.3505394420647046,0.5305137196747519,0.6239559303367465,1.4612544031267891,0.5866354330751427,-0.06844050121932607,0.39821643029064346,0.8579235598944726,0.5924535781554814,0.6744811923678677,0.7154067921343622,-0.6628709706768444,-0.6434099143016596,0.4090892383591628,0.8302854178613325,1.3125255557046798,1.533749506285849,-1.4554952648664483
iproniazid,0.7821988690665694,0.9677505544164108,1.0951008475379271,-1.6262268442214336,-1.089510105940922,-1.0620757397872875,-0.9991170053972075,-0.7998292964955831,-0.8376714049662091,-1.1891603500997008,-0.9915339259811294,-0.8654209683984456,-0.9175570627241878,-0.930633747580851,-0.5548943167874432,-0.31800774594070214,-0.005955560059556733,-1.1259549866682521,-0.2797711090685611,-0.33214159622414785,-0.7561523240110193,0.7120907199184064
lumiracoxib,0.7644527116080698,0.9557816821862991,1.3474079104643761,-1.6004406628397563,-0.7672185250196323,-0.9750060583044153,-0.9980545531154701,-0.4423322106235979,-0.8228246784757437,-1.1570354814672992,1.198329171332363,2.123978728597428,-0.7020451470598872,-0.8067913487921681,-0.7141030252049981,-0.43016963846685885,-0.02901475597245876,-0.7579024953864935,-0.8295956757417792,-0.1567816612282061,-0.7702718036075126,1.4096296684055627
mebanazine,-0.9120472598319205,-0.4284753858557895,-0.00772785758444387,-0.32228237489391,0.3505394420647046,0.5305137196747519,0.6239559303367465,1.4612544031267891,0.5866354330751427,-0.06844050121932607,0.39821643029064346,0.8579235598944726,0.5924535781554814,0.6744811923678677,0.7154067921343622,-0.6628709706768444,-0.6434099143016596,0.4090892383591628,0.8302854178613325,1.3125255557046798,1.533749506285849,-1.4554952648664483
moxisylyte,-0.9120472598319205,-0.4284753858557895,-0.00772785758444387,-0.32228237489391,0.3505394420647046,0.5305137196747519,0.6239559303367465,1.4612544031267891,0.5866354330751427,-0.06844050121932607,0.39821643029064346,0.8579235598944726,0.5924535781554814,0.6744811923678677,0.7154067921343622,-0.6628709706768444,-0.6434099143016596,0.4090892383591628,0.8302854178613325,1.3125255557046798,1.533749506285849,-1.4554952648664483
nialamide,0.7649646199962957,0.908333652988356,-0.933129862513626,-1.348502701502557,1.2144751626286285,-0.7854731604908702,-0.5564285546733492,-0.8155896382680439,-0.6901830451048823,-1.242823482928826,1.7971846752840952,2.4891442608913548,1.8864765596276618,2.227779229057723,-0.7577169920988939,-0.38858110079127156,-0.1302943615506955,1.3205115730281445,2.618589820965974,-0.39880159800406234,-0.7325427023906533,0.3988500986585197
niperotidine,-0.9120472598319205,-0.4284753858557895,-0.00772785758444387,-0.32228237489391,0.3505394420647046,0.5305137196747519,0.6239559303367465,1.4612544031267891,0.5866354330751427,-0.06844050121932607,0.39821643029064346,0.8579235598944726,0.5924535781554814,0.6744811923678677,0.7154067921343622,-0.6628709706768444,-0.6434099143016596,0.4090892383591628,0.8302854178613325,1.3125255557046798,1.533749506285849,-1.4554952648664483
nomifensine,0.7943140342545836,0.9731650442347947,1.1860506686453602,0.6906963991133351,-1.0324784406733725,-0.5034187042691901,-0.3333135755085246,-0.8014053306728293,-0.30253664794723617,-1.0973489357695985,1.7971846752840952,-0.8816998776395124,2.0089012828747848,-0.8845167036804626,-0.7577169920988939,1.8100014314003412,-0.027593741098274418,1.6363107030974111,-0.9631244990767035,-0.8203622364380154,-0.7096274814061804,0.9745641957451738
oxyphenisatin,0.7943140342545836,0.9634759571913707,0.8371611909545515,-1.4401481839806807,-1.1528089871719385,-0.8728635406164051,-0.9488275973949771,-0.6177973490236611,-0.6042025521326266,0.869021574326212,1.522952485814151,2.1019652036009857,-0.6584353039342927,-0.48518110256549046,-0.636980766673109,1.3885060900299557,-0.00014231739243857115,-0.9174298909884941,-0.7636167277409929,-0.674499932891722,-0.7644851316417367,1.2332077264108554
pemoline,0.7943140342545836,0.9721676382156185,-0.8466529834278699,-1.8414020739942143,-1.0708651384496077,-0.8887381234281996,-0.941921657563685,-0.602562351976949,-0.6847990673665817,-1.3256910417874075,1.2388878817077495,-0.5019203245496281,-0.9001131254739501,-0.564633687562414,-1.009649703303065,-0.3298260713952755,-0.0092497309042571,-1.152651407973077,-0.3323971747358547,-0.6926165884277266,-0.49228008237163484,0.6423368250696906
perhexiline,0.7632582587022093,0.9673230946939069,1.1186252092815618,-1.2777649336582257,-1.025427822714472,-0.8946710483174561,1.8041633399665529,-0.7817049034572532,2.0417777799813073,-1.4479845757857548,1.7973383067627897,-0.8200990051704761,2.0087427016270554,-0.8843439806695998,-0.8410444898230041,-0.34676816453110376,-0.15516212184892317,-0.580957312713662,-0.9629281331600346,-0.9051388937539343,-0.3980730627688021,0.7960235606826318
phenoxypropazine,-0.9120472598319205,-0.4284753858557895,-0.00772785758444387,-0.32228237489391,0.3505394420647046,0.5305137196747519,0.6239559303367465,1.4612544031267891,0.5866354330751427,-0.06844050121932607,0.39821643029064346,0.8579235598944726,0.5924535781554814,0.6744811923678677,0.7154067921343622,-0.6628709706768444,-0.6434099143016596,0.4090892383591628,0.8302854178613325,1.3125255557046798,1.533749506285849,-1.4554952648664483
pirprofen,-0.9120472598319205,-0.4284753858557895,-0.00772785758444387,-0.32228237489391,0.3505394420647046,0.5305137196747519,0.6239559303367465,1.4612544031267891,0.5866354330751427,-0.06844050121932607,0.39821643029064346,0.8579235598944726,0.5924535781554814,0.6744811923678677,0.7154067921343622,-0.6628709706768444,-0.6434099143016596,0.4090892383591628,0.8302854178613325,1.3125255557046798,1.533749506285849,-1.4554952648664483
sulfathiazole,0.6385232481044857,0.9194476057734599,-1.1632378798510112,-1.9227679301107232,-1.1293069273089373,-0.895953842888106,-0.956618914127717,-0.7021151775063262,-0.8952636516819704,-1.5199004748832903,-0.9913802945024348,-0.819914017565464,-0.8883781131419718,-0.8845167036804626,-0.7577169920988939,-0.37051701473254073,-0.03650737985452224,-1.0723993610018663,-0.9666590855767456,-0.7857547790679553,-0.7290706992111878,0.00550658179549371
tilbroquinol,-0.9120472598319205,-0.4284753858557895,-0.00772785758444387,-0.32228237489391,0.3505394420647046,0.5305137196747519,0.6239559303367465,1.4612544031267891,0.5866354330751427,-0.06844050121932607,0.39821643029064346,0.8579235598944726,0.5924535781554814,0.6744811923678677,0.7154067921343622,-0.6628709706768444,-0.6434099143016596,0.4090892383591628,0.8302854178613325,1.3125255557046798,1.533749506285849,-1.4554952648664483
tolrestat,0.7888536781135068,0.7289430561108483,0.9377195541826241,-1.2673110763413296,1.171388052879793,-0.6179081196997072,-0.8765808422368436,-0.47332754944277083,-0.6552687652262055,1.0068299596527077,1.3427427613053307,-0.21426459875578016,-0.6901515534801795,1.7230825913163959,-0.42706638942769126,1.8791909949793308,-0.012543901748957286,-0.41638364235282255,-0.4716206096541802,-0.5244568626832737,-0.7809192800245405,0.8634957860736794
ximelagatran,0.12286086503154434,-1.496982205541597,-1.255844346151658,1.1412576494715627,-0.8323975710396888,-0.9879943533322475,-0.7196920553003082,-0.8061334332045673,-0.7451648783717708,-1.1581306474434037,-0.8936706740526396,-0.4852714400985372,-0.7459721526809404,-0.48103575030478146,-0.4857502229312667,-0.32040133084289424,-0.019842750875450142,1.3862759279497856,-0.39464517031992985,-0.5137726812133222,-0.4371909652574477,0.509103626380847
zimelidine,0.7465359180201615,0.908333652988356,1.1989725011524273,0.7316406736045119,-0.971059724231396,-0.81353429172384,1.6720651062705532,-0.8746909199147717,-0.49929656165604136,0.9429452777132727,-0.9915339259811294,2.5133776371479426,2.0089012828747848,-0.8843439806695998,2.126655476993758,2.3982997206422367,-0.10419936113385389,1.4857363756159307,-0.7557620910742326,-0.5618514978281038,-0.7725864723938229,0.6458408174511099
fialuridine,-0.9120472598319205,-0.4284753858557895,-0.00772785758444387,-0.32228237489391,0.3505394420647046,0.5305137196747519,0.6239559303367465,1.4612544031267891,0.5866354330751427,-0.06844050121932607,0.39821643029064346,0.8579235598944726,0.5924535781554814,0.6744811923678677,0.7154067921343622,-0.6628709706768444,-0.6434099143016596,0.4090892383591628,0.8302854178613325,1.3125255557046798,1.533749506285849,-1.4554952648664483
